exchange,instrumenttype,name,segment,symbol,symboltoken
NSE,AMXIDX,NIFTY DIV OPPS 50,NSE,Nifty Div Opps 50,99926034
NSE,AMXIDX,NIFTY COMMODITIES,NSE,Nifty Commodities,99926035
NSE,AMXIDX,NIFTY CONSUMPTION,NSE,Nifty Consumption,99926036
NSE,AMXIDX,FINNIFTY,NSE,Nifty Fin Service,99926037
NSE,AMXIDX,NIFTY50 DIV POINT,NSE,Nifty50 Div Point,99926038
NSE,AMXIDX,NIFTY100 LIQ 15,NSE,Nifty100 Liq 15,99926040
NSE,AMXIDX,NIFTY CPSE,NSE,Nifty CPSE,99926041
NSE,AMXIDX,NIFTY50 PR 1X INV,NSE,Nifty50 PR 1x Inv,99926042
NSE,AMXIDX,NIFTY50 TR 2X LEV,NSE,Nifty50 TR 2x Lev,99926043
NSE,AMXIDX,NIFTY50 TR 1X INV,NSE,Nifty50 TR 1x Inv,99926044
NSE,AMXIDX,NIFTY50 VALUE 20,NSE,Nifty50 Value 20,99926045
NSE,AMXIDX,NIFTY MID LIQ 15,NSE,Nifty Mid Liq 15,99926046
NSE,AMXIDX,NIFTY PVT BANK,NSE,Nifty Pvt Bank,99926047
NSE,AMXIDX,NIFTY100 QUALTY30,NSE,NIFTY100 Qualty30,99926048
NSE,AMXIDX,NIFTY GS 8 13YR,NSE,Nifty GS 8 13Yr,99926049
NSE,AMXIDX,NIFTY GS 10YR,NSE,Nifty GS 10Yr,99926050
NSE,AMXIDX,NIFTY GS 10YR CLN,NSE,Nifty GS 10Yr Cln,99926051
NSE,AMXIDX,NIFTY GS 4 8YR,NSE,Nifty GS 4 8Yr,99926052
NSE,AMXIDX,NIFTY GS 11 15YR,NSE,Nifty GS 11 15Yr,99926053
NSE,AMXIDX,NIFTY GS 15YRPLUS,NSE,Nifty GS 15YrPlus,99926054
NSE,AMXIDX,NIFTY GS COMPSITE,NSE,Nifty GS Compsite,99926055
NSE,AMXIDX,NIFTY50 EQL WGT,NSE,NIFTY50 EQL Wgt,99926056
NSE,AMXIDX,NIFTY100 EQL WGT,NSE,NIFTY100 EQL Wgt,99926057
NSE,AMXIDX,NIFTY100 LOWVOL30,NSE,NIFTY100 LowVol30,99926058
NSE,AMXIDX,NIFTY ALPHA 50,NSE,NIFTY Alpha 50,99926059
NSE,AMXIDX,NIFTY MIDCAP 150,NSE,NIFTY MIDCAP 150,99926060
NSE,AMXIDX,NIFTY SMLCAP 50,NSE,NIFTY SMLCAP 50,99926061
NSE,AMXIDX,NIFTY SMLCAP 250,NSE,NIFTY SMLCAP 250,99926062
NSE,AMXIDX,NIFTY MIDSML 400,NSE,NIFTY MIDSML 400,99926063
NSE,AMXIDX,NIFTY200 QUALTY30,NSE,NIFTY200 QUALTY30,99926064
NSE,AMXIDX,MIDCPNIFTY,NSE,NIFTY MID SELECT,99926074
NSE,,ABAN,NSE,ABAN-EQ,10
NSE,,68JK35,NSE,68JK35-SG,1009
NSE,,SCHAEFFLER,NSE,SCHAEFFLER-EQ,1011
NSE,,SHYAMCENT,NSE,SHYAMCENT-EQ,10188
NSE,,785MP32,NSE,785MP32-SG,10198
NSE,,ADANIENSOL,NSE,ADANIENSOL-EQ,10217
NSE,,SHAREINDIA,NSE,SHAREINDIA-EQ,104
NSE,,FINCABLES,NSE,FINCABLES-EQ,1038
NSE,,781HR32A,NSE,781HR32A-SG,10331
NSE,,FINPIPE,NSE,FINPIPE-EQ,1041
NSE,,781HR32B,NSE,781HR32B-SG,10461
NSE,,H1158D46DQ,NSE,H1158D46DQ-MF,10501
NSE,,H1158D46RG,NSE,H1158D46RG-MF,10505
NSE,,784TS36,NSE,784TS36-SG,10545
NSE,,KRBL,NSE,KRBL-EQ,10577
NSE,,GUJGASLTD,NSE,GUJGASLTD-EQ,10599
NSE,,INDIAMART,NSE,INDIAMART-EQ,10726
NSE,,711NTPC25A,NSE,711NTPC25A-N8,10737
NSE,,OFSS,NSE,OFSS-EQ,10738
NSE,,HDFC1406DG,NSE,HDFC1406DG-MF,10839
NSE,,HDFC1406RD,NSE,HDFC1406RD-MF,10841
NSE,,HDFC1406RQ,NSE,HDFC1406RQ-MF,10843
NSE,,GRMOVER,NSE,GRMOVER-EQ,10871
NSE,,HDFCSILVER,NSE,HDFCSILVER-EQ,10876
NSE,,SFMP64DD,NSE,SFMP64DD-MF,10879
NSE,,AMEYA,NSE,AMEYA-SM,10898
NSE,,746MP32,NSE,746MP32-SG,10957
NSE,,749HP34,NSE,749HP34-SG,10959
NSE,,746TS48,NSE,746TS48-SG,10964
NSE,,RADICO,NSE,RADICO-EQ,10990
NSE,,INFOBEAN,NSE,INFOBEAN-EQ,11027
NSE,,DCMNVL,NSE,DCMNVL-EQ,11039
NSE,,CREATIVE,NSE,CREATIVE-EQ,11155
NSE,,MAKS,NSE,MAKS-SM,11218
NSE,,UCOBANK,NSE,UCOBANK-EQ,11223
NSE,,HDFCVALUE,NSE,HDFCVALUE-EQ,11260
NSE,,UPL,NSE,UPL-EQ,11287
NSE,,847SCL25,NSE,847SCL25-Z2,11337
NSE,,905SCL27,NSE,905SCL27-Z4,11342
NSE,,ZOTA,NSE,ZOTA-EQ,11394
NSE,,784TS34,NSE,784TS34-SG,11409
NSE,,77PN42,NSE,77PN42-SG,11416
NSE,,774AP42,NSE,774AP42-SG,11417
NSE,,DATAMATICS,NSE,DATAMATICS-EQ,11423
NSE,,NV20,NSE,NV20-EQ,11457
NSE,,785AS32A,NSE,785AS32A-SG,11505
NSE,,EMIL,NSE,EMIL-EQ,11530
NSE,,HDFC1359RQ,NSE,HDFC1359RQ-MF,11565
NSE,,WESTLIFE,NSE,WESTLIFE-EQ,11580
NSE,,HDFCSENSEX,NSE,HDFCSENSEX-EQ,11593
NSE,,GTL,NSE,GTL-EQ,1162
NSE,,747GJ25,NSE,747GJ25-SG,11674
NSE,,774HR29,NSE,774HR29-SG,11676
NSE,,XCHANGING,NSE,XCHANGING-EQ,11705
NSE,,782RJ32,NSE,782RJ32-SG,11765
NSE,,GOKEX,NSE,GOKEX-EQ,11778
NSE,,GOYALALUM,NSE,GOYALALUM-EQ,11787
NSE,,SUKHJITS,NSE,SUKHJITS-EQ,11804
NSE,,WELCORP,NSE,WELCORP-EQ,11821
NSE,,SHAHALLOYS,NSE,SHAHALLOYS-EQ,11856
NSE,,787HP34,NSE,787HP34-SG,11886
NSE,,ESG,NSE,ESG-EQ,1200
NSE,,VHL,NSE,VHL-EQ,11892
NSE,,RENUKA,NSE,RENUKA-EQ,12026
NSE,,PRAXIS,NSE,PRAXIS-BE,1216
NSE,,HNDFDS,NSE,HNDFDS-EQ,12173
NSE,,769GA32A,NSE,769GA32A-SG,12301
NSE,,763TN47,NSE,763TN47-SG,12345
NSE,,GUJALKALI,NSE,GUJALKALI-EQ,1267
NSE,,762GA32,NSE,762GA32-SG,12678
NSE,,679AP34,NSE,679AP34-SG,1004
NSE,,676MP40,NSE,676MP40-SG,1012
NSE,,68TS50,NSE,68TS50-SG,1018
NSE,,ICICM58,NSE,ICICM58-M1,10201
NSE,,793AP33,NSE,793AP33-SG,10203
NSE,,795AP38,NSE,795AP38-SG,10214
NSE,,MANORAMA,NSE,MANORAMA-EQ,10227
NSE,,804PN42,NSE,804PN42-SG,10268
NSE,,MWL,NSE,MWL-SM,10311
NSE,,798RJ42,NSE,798RJ42-SG,10381
NSE,,785PN32,NSE,785PN32-SG,10394
NSE,,MUTHOOTCAP,NSE,MUTHOOTCAP-EQ,10415
NSE,,515GS2025,NSE,515GS2025-GS,1054
NSE,,797WB42,NSE,797WB42-SG,10454
NSE,,782SK32,NSE,782SK32-SG,10470
NSE,,743HP28,NSE,743HP28-SG,10559
NSE,,RAMAPHO,NSE,RAMAPHO-BE,10571
NSE,,SADBHIN,NSE,SADBHIN-BE,10622
NSE,,777RJ32,NSE,777RJ32-SG,10638
NSE,,MNC,NSE,MNC-EQ,10676
NSE,,765BR32A,NSE,765BR32A-SG,10721
NSE,,ZENSARTECH,NSE,ZENSARTECH-EQ,1076
NSE,,765AS32,NSE,765AS32-SG,10765
NSE,,774TS46,NSE,774TS46-SG,10784
NSE,,SEYAIND,NSE,SEYAIND-BE,10836
NSE,,HDFC1406DD,NSE,HDFC1406DD-MF,10838
NSE,,771AP39,NSE,771AP39-SG,10847
NSE,,758AP42,NSE,758AP42-SG,10913
NSE,,DIVISLAB,NSE,DIVISLAB-EQ,10940
NSE,,745HR32,NSE,745HR32-SG,10955
NSE,,75HP36,NSE,75HP36-SG,10960
NSE,,ISHAN,NSE,ISHAN-SM,10995
NSE,,BANKIETF,NSE,BANKIETF-EQ,11037
NSE,,DANGEE,NSE,DANGEE-BE,1116
NSE,,SUMIT,NSE,SUMIT-EQ,11140
NSE,,COFFEEDAY,NSE,COFFEEDAY-EQ,11165
NSE,,IDFCFIRSTB,NSE,IDFCFIRSTB-EQ,11184
NSE,,KANDARP,NSE,KANDARP-ST,11211
NSE,,749GJ26,NSE,749GJ26-SG,11273
NSE,,UNIENTER,NSE,UNIENTER-EQ,11293
NSE,,SIL,NSE,SIL-EQ,11297
NSE,,87SCL27,NSE,87SCL27-Z6,11356
NSE,,776MH30,NSE,776MH30-SG,11390
NSE,,RKFORGE,NSE,RKFORGE-EQ,11411
NSE,,782AP35,NSE,782AP35-SG,11412
NSE,,BANKBEES,NSE,BANKBEES-EQ,11439
NSE,,CCL,NSE,CCL-EQ,11452
NSE,,FROG,NSE,FROG-SM,11501
NSE,,785AP40,NSE,785AP40-SG,11514
NSE,,785PN42,NSE,785PN42-SG,11515
NSE,,672KA33,NSE,672KA33-SG,1166
NSE,,HDFC1359RD,NSE,HDFC1359RD-MF,11562
NSE,,KOTARISUG,NSE,KOTARISUG-EQ,11647
NSE,,784AS32,NSE,784AS32-SG,11679
NSE,,SUPRAJIT,NSE,SUPRAJIT-EQ,11689
NSE,,JINDALPHOT,NSE,JINDALPHOT-EQ,11743
NSE,,775AP29,NSE,775AP29-SG,11760
NSE,,782AS32A,NSE,782AS32A-SG,11764
NSE,,NH,NSE,NH-EQ,11840
NSE,,787HP35,NSE,787HP35-SG,11869
NSE,,78TN42,NSE,78TN42-SG,11877
NSE,,GENUSPOWER,NSE,GENUSPOWER-EQ,11905
NSE,,SWELECTES,NSE,SWELECTES-EQ,11909
NSE,,AMIABLE,NSE,AMIABLE-SM,11939
NSE,,SEMAC,NSE,SEMAC-BE,11964
NSE,,76NHAI31,NSE,76NHAI31-NA,12003
NSE,,SCPL,NSE,SCPL-EQ,12072
NSE,,HDFCNIFIT,NSE,HDFCNIFIT-EQ,12101
NSE,,HDFCPVTBAN,NSE,HDFCPVTBAN-EQ,12108
NSE,,77HR34,NSE,77HR34-SG,12303
NSE,,659RJ30A,NSE,659RJ30A-SG,1241
NSE,,G1NSETEST,NSE,G1NSETEST-EQ,12842
NSE,,HARRMALAYA,NSE,HARRMALAYA-EQ,1313
NSE,,ARHAM,NSE,ARHAM-SM,13092
NSE,,SFMP73DD,NSE,SFMP73DD-MF,13102
NSE,,REPRO,NSE,REPRO-EQ,13126
NSE,,PVRINOX,NSE,PVRINOX-EQ,13147
NSE,,ABSLFTUBDG,NSE,ABSLFTUBDG-MF,13228
NSE,,GVKPIL,NSE,GVKPIL-BE,13229
NSE,,ABSLFTUBRN,NSE,ABSLFTUBRN-MF,13235
NSE,,SADBHAV,NSE,SADBHAV-EQ,13236
NSE,,764BR32,NSE,764BR32-SG,13242
NSE,,765GA32,NSE,765GA32-SG,13243
NSE,,SAKUMA,NSE,SAKUMA-EQ,13251
NSE,,HDFCBANK,NSE,HDFCBANK-EQ,1333
NSE,,KEI,NSE,KEI-EQ,13310
NSE,,76KA32A,NSE,76KA32A-SG,13374
NSE,,763KL32,NSE,763KL32-SG,13375
NSE,,ELIN,NSE,ELIN-EQ,13423
NSE,,SHIVAUM,NSE,SHIVAUM-SM,13446
NSE,,645GS2029,NSE,645GS2029-GS,13472
NSE,,87SCL25,NSE,87SCL25-ZV,13477
NSE,,98SCL27,NSE,98SCL27-ZX,13484
NSE,,939SCL27,NSE,939SCL27-ZZ,13492
NSE,,HDFC1204DD,NSE,HDFC1204DD-MF,13539
NSE,,RADIANTCMS,NSE,RADIANTCMS-EQ,13580
NSE,,HINDALCO,NSE,HINDALCO-EQ,1363
NSE,,764KL34,NSE,764KL34-SG,13606
NSE,,ANLON,NSE,ANLON-ST,13664
NSE,,762UK33,NSE,762UK33-SG,13716
NSE,,759TS37,NSE,759TS37-SG,13719
NSE,,INSPIRISYS,NSE,INSPIRISYS-BE,13734
NSE,,DUCOL,NSE,DUCOL-SM,13766
NSE,,757TS31,NSE,757TS31-SG,13772
NSE,,KUANTUM,NSE,KUANTUM-EQ,13870
NSE,,765RJ33,NSE,765RJ33-SG,13881
NSE,,HIRECT,NSE,HIRECT-EQ,13890
NSE,,NFL,NSE,NFL-EQ,13925
NSE,,PRAENG,NSE,PRAENG-EQ,13941
NSE,,PARACABLES,NSE,PARACABLES-EQ,13951
NSE,,772UP36,NSE,772UP36-SG,13973
NSE,,768TS42,NSE,768TS42-SG,13993
NSE,,1030SFIL28,NSE,1030SFIL28-NM,14034
NSE,,940SFIL28,NSE,940SFIL28-NN,14036
NSE,,965IFSL26,NSE,965IFSL26-N6,14045
NSE,,767AS33A,NSE,767AS33A-SG,14092
NSE,,767UK33,NSE,767UK33-SG,14102
NSE,,76GJ35,NSE,76GJ35-SG,14107
NSE,,AGI,NSE,AGI-EQ,1412
NSE,,756TS48,NSE,756TS48-SG,14112
NSE,,762MN35,NSE,762MN35-SG,14165
NSE,,IZMO,NSE,IZMO-BE,14178
NSE,,NINSYS,NSE,NINSYS-EQ,14194
NSE,,IMC1,NSE,IMC1-N1,14219
NSE,,77AP30,NSE,77AP30-SG,14268
NSE,,765HR33A,NSE,765HR33A-SG,14272
NSE,,759MP38,NSE,759MP38-SG,14277
NSE,,ORIENTBELL,NSE,ORIENTBELL-EQ,14278
NSE,,759PN39,NSE,759PN39-SG,14279
NSE,,753TN53,NSE,753TN53-SG,14280
NSE,,HDFC2638DQ,NSE,HDFC2638DQ-MF,14336
NSE,,769WB39,NSE,769WB39-SG,14340
NSE,,ORIENTALTL,NSE,ORIENTALTL-BE,14350
NSE,,IDEA,NSE,IDEA-EQ,14366
NSE,,POCL,NSE,POCL-EQ,14385
NSE,,UTIDPP36P1,NSE,UTIDPP36P1-MF,14395
NSE,,LAOPALA,NSE,LAOPALA-EQ,14423
NSE,,BANSWRAS,NSE,BANSWRAS-EQ,14511
NSE,,GOLDSHARE,NSE,GOLDSHARE-EQ,14535
NSE,,PSUBNKIETF,NSE,PSUBNKIETF-EQ,14584
NSE,,ALPHAGEO,NSE,ALPHAGEO-EQ,14597
NSE,,SGBMAR31IV,NSE,SGBMAR31IV-GB,14598
NSE,,735GJ26,NSE,735GJ26-SG,14634
NSE,,776HP33,NSE,776HP33-SG,14641
NSE,,778UP36,NSE,778UP36-SG,14651
NSE,,AKZOINDIA,NSE,AKZOINDIA-EQ,1467
NSE,,774PN39,NSE,774PN39-SG,14653
NSE,,774RJ49,NSE,774RJ49-SG,14663
NSE,,TIMETECHNO,NSE,TIMETECHNO-EQ,14707
NSE,,IDBI,NSE,IDBI-EQ,1476
NSE,,031NSETEST,NSE,031NSETEST-EQ,14753
NSE,,071NSETEST,NSE,071NSETEST-EQ,14764
NSE,,MEGASOFT,NSE,MEGASOFT-BE,14797
NSE,,773MH32,NSE,773MH32-SG,14819
NSE,,776TN53,NSE,776TN53-SG,14860
NSE,,INDOWIND,NSE,INDOWIND-EQ,14952
NSE,,758AS33,NSE,758AS33-SG,15016
NSE,,MAANALU,NSE,MAANALU-BE,15018
NSE,,ASCOM,NSE,ASCOM-ST,15030
NSE,,BAJAJELEC,NSE,BAJAJELEC-EQ,15034
NSE,,717GS2030,NSE,717GS2030-GS,15050
NSE,,BLAL,NSE,BLAL-EQ,15067
NSE,,RELIGARE,NSE,RELIGARE-EQ,15068
NSE,,761RJ43,NSE,761RJ43-SG,15105
NSE,,761TS44,NSE,761TS44-SG,15106
NSE,,729IRFC26,NSE,729IRFC26-NN,15134
NSE,,INDIACEM,NSE,INDIACEM-EQ,1515
NSE,,MANAKSIA,NSE,MANAKSIA-EQ,15199
NSE,,SEPC,NSE,SEPC-EQ,15308
NSE,,745UP33,NSE,745UP33-SG,15314
NSE,,RAIN,NSE,RAIN-EQ,15337
NSE,,SHALPAINTS,NSE,SHALPAINTS-EQ,15342
NSE,,SGBDC27VII,NSE,SGBDC27VII-GB,15432
NSE,,ATAM,NSE,ATAM-EQ,15404
NSE,,TITAGARH,NSE,TITAGARH-EQ,15414
NSE,,MGEL,NSE,MGEL-EQ,1593
NSE,,735AP39,NSE,735AP39-SG,15759
NSE,,737JK35,NSE,737JK35-SG,16069
NSE,,KRISHCA,NSE,KRISHCA-SM,16133
NSE,,737NL33,NSE,737NL33-SG,16235
NSE,,736ML32,NSE,736ML32-SG,16289
NSE,,736RJ33,NSE,736RJ33-SG,16346
NSE,,737PN38,NSE,737PN38-SG,16367
NSE,,651KA30B,NSE,651KA30B-SG,1650
NSE,,736AP37,NSE,736AP37-SG,16649
NSE,,SIGMA,NSE,SIGMA-EQ,16658
NSE,,PTCIL,NSE,PTCIL-EQ,16682
NSE,,RPGLIFE,NSE,RPGLIFE-EQ,16725
NSE,,801TCH28,NSE,801TCH28-N7,16838
NSE,,JOCIL,NSE,JOCIL-EQ,16927
NSE,,736MZ38,NSE,736MZ38-SG,16934
NSE,,COUNCODOS,NSE,COUNCODOS-EQ,16986
NSE,,742TN43,NSE,742TN43-SG,16992
NSE,,739RJ48,NSE,739RJ48-SG,16995
NSE,,739TS51,NSE,739TS51-SG,16997
NSE,,TPHQ,NSE,TPHQ-EQ,16996
NSE,,THYROCARE,NSE,THYROCARE-EQ,17032
NSE,,865IFL28,NSE,865IFL28-NZ,17039
NSE,,CROMPTON,NSE,CROMPTON-EQ,17094
NSE,,745TN43,NSE,745TN43-SG,17112
NSE,,743PN48,NSE,743PN48-SG,17114
NSE,,JAYSREETEA,NSE,JAYSREETEA-EQ,1720
NSE,,JBCHEPHARM,NSE,JBCHEPHARM-EQ,1726
NSE,,SGBJUN31I,NSE,SGBJUN31I-GB,17202
NSE,,1025NFL25,NSE,1025NFL25-N5,17345
NSE,,NETWEB,NSE,NETWEB-EQ,17433
NSE,,OIL,NSE,OIL-EQ,17438
NSE,,665AP40,NSE,665AP40-SG,1745
NSE,,736KL41,NSE,736KL41-SG,17459
NSE,,736WB41,NSE,736WB41-SG,17461
NSE,,ASALCBR,NSE,ASALCBR-EQ,17598
NSE,,MAHEPC,NSE,MAHEPC-EQ,17603
NSE,,ZYDUSWELL,NSE,ZYDUSWELL-EQ,17635
NSE,,LTGILTBEES,NSE,LTGILTBEES-EQ,17700
NSE,,MIDSELIETF,NSE,MIDSELIETF-EQ,17702
NSE,,DEN,NSE,DEN-EQ,17722
NSE,,BAFNAPH,NSE,BAFNAPH-EQ,17742
NSE,,SARDAEN,NSE,SARDAEN-EQ,17758
NSE,,REFEX,NSE,REFEX-EQ,17764
NSE,,AHLUCONT,NSE,AHLUCONT-EQ,17833
NSE,,744TN33B,NSE,744TN33B-SG,17835
NSE,,743PN48A,NSE,743PN48A-SG,17841
NSE,,HINDCOPPER,NSE,HINDCOPPER-EQ,17939
NSE,,SBICARD,NSE,SBICARD-EQ,17971
NSE,,PGIMCSA4D,NSE,PGIMCSA4D-MF,17994
NSE,,PGIMCSR3D,NSE,PGIMCSR3D-MF,17997
NSE,,718GS2033,NSE,718GS2033-GS,18025
NSE,,BPF02D5R,NSE,BPF02D5R-MF,18062
NSE,,BPF02IMR,NSE,BPF02IMR-MF,18066
NSE,,75BR31,NSE,75BR31-SG,18080
NSE,,752PN35,NSE,752PN35-SG,18083
NSE,,JUBLFOOD,NSE,JUBLFOOD-EQ,18096
NSE,,747KL39,NSE,747KL39-SG,18097
NSE,,VASCONEQ,NSE,VASCONEQ-EQ,18110
NSE,,DBREALTY,NSE,DBREALTY-EQ,18124
NSE,,TVSSCS,NSE,TVSSCS-EQ,18151
NSE,,BPF02RGG,NSE,BPF02RGG-MF,18160
NSE,,BPF01D2G,NSE,BPF01D2G-MF,18166
NSE,,IFD3GPD,NSE,IFD3GPD-MF,18177
NSE,,HFMPCC50RD,NSE,HFMPCC50RD-MF,18186
NSE,,658GA31,NSE,658GA31-SG,1830
NSE,,FISTIPD3QD,NSE,FISTIPD3QD-MF,18200
NSE,,745BR31,NSE,745BR31-SG,18320
NSE,,KANORICHEM,NSE,KANORICHEM-EQ,1835
NSE,,745AP34,NSE,745AP34-SG,18332
NSE,,747GA33,NSE,747GA33-SG,18403
NSE,,ASIANHOTNR,NSE,ASIANHOTNR-EQ,18422
NSE,,940CAGL27,NSE,940CAGL27-NB,18480
NSE,,748AP38A,NSE,748AP38A-SG,18518
NSE,,748UK33,NSE,748UK33-SG,18532
NSE,,66UK31,NSE,66UK31-SG,1854
NSE,,865SCL26,NSE,865SCL26-N8,18624
NSE,,746GA33,NSE,746GA33-SG,18696
NSE,,HIGREEN,NSE,HIGREEN-SM,18794
NSE,,10SCL30A,NSE,10SCL30A-BV,18868
NSE,,VBL,NSE,VBL-EQ,18921
NSE,,597CG27,NSE,597CG27-SG,1887
NSE,,745MP44,NSE,745MP44-SG,18912
NSE,,752BR31,NSE,752BR31-SG,18933
NSE,,745KL39,NSE,745KL39-SG,18999
NSE,,NBIFIN,NSE,NBIFIN-EQ,19111
NSE,,767PN35,NSE,767PN35-SG,19167
NSE,,75AP41,NSE,75AP41-SG,19174
NSE,,IMFA,NSE,IMFA-EQ,19235
NSE,,MOM50,NSE,MOM50-EQ,19289
NSE,,HISARMETAL,NSE,HISARMETAL-EQ,19322
NSE,,GOYALSALT,NSE,GOYALSALT-SM,19356
NSE,,765TS39,NSE,765TS39-SG,19550
NSE,,661MP37,NSE,661MP37-SG,1953
NSE,,772MZ38,NSE,772MZ38-SG,19539
NSE,,TRENT,NSE,TRENT-EQ,1964
NSE,,UGARSUGAR,NSE,UGARSUGAR-EQ,19578
NSE,,ALPHAETF,NSE,ALPHAETF-EQ,19640
NSE,,KALYANI,NSE,KALYANI-BE,19653
NSE,,RCDL,NSE,RCDL-SM,19681
NSE,,LIQUIDSBI,NSE,LIQUIDSBI-EQ,19705
NSE,,774RJ39,NSE,774RJ39-SG,19728
NSE,,767TS45,NSE,767TS45-SG,19733
NSE,,766KL46,NSE,766KL46-SG,19737
NSE,,990SCL26,NSE,990SCL26-N7,19760
NSE,,ADFFOODS,NSE,ADFFOODS-EQ,19761
NSE,,980SCL33C,NSE,980SCL33C-ND,19776
NSE,,WELINV,NSE,WELINV-BE,19804
NSE,,RADIOCITY,NSE,RADIOCITY-EQ,19877
NSE,,773UP33A,NSE,773UP33A-SG,19891
NSE,,772TS36,NSE,772TS36-SG,19902
NSE,,812REC27,NSE,812REC27-NI,19924
NSE,,743REC35,NSE,743REC35-NH,19926
NSE,,764HUDCO31,NSE,764HUDCO31-N8,19928
NSE,,AHLADA,NSE,AHLADA-EQ,2004
NSE,,SCLZC25D,NSE,SCLZC25D-NJ,20039
NSE,,9MMFSML,NSE,9MMFSML-N2,20048
NSE,,1050SCL30,NSE,1050SCL30-NU,20111
NSE,,BABAFP,NSE,BABAFP-SM,20141
NSE,,725GR2028,NSE,725GR2028-GS,20151
NSE,,69AS30,NSE,69AS30-SG,20155
NSE,,661RJ31A,NSE,661RJ31A-SG,2016
NSE,,718AS29,NSE,718AS29-SG,20311
NSE,,779PN36,NSE,779PN36-SG,20356
NSE,,720AS30,NSE,720AS30-SG,20358
NSE,,774RJ33A,NSE,774RJ33A-SG,20394
NSE,,778NL33,NSE,778NL33-SG,20395
NSE,,772WB37,NSE,772WB37-SG,20399
NSE,,NACLIND,NSE,NACLIND-BE,20429
NSE,,774AS33A,NSE,774AS33A-SG,20476
NSE,,766GJ30A,NSE,766GJ30A-SG,20479
NSE,,715GA30,NSE,715GA30-SG,20546
NSE,,960CAGL25,NSE,960CAGL25-N3,12444
NSE,,690AP27,NSE,690AP27-SG,20599
NSE,,75AP28,NSE,75AP28-SG,12660
NSE,,762AS32,NSE,762AS32-SG,12666
NSE,,763KL43,NSE,763KL43-SG,12726
NSE,,SFLZC26A,NSE,SFLZC26A-ZC,12941
NSE,,SFMP73DR,NSE,SFMP73DR-MF,13103
NSE,,ORIENTCER,NSE,ORIENTCER-EQ,13111
NSE,,763HP37,NSE,763HP37-SG,13127
NSE,,GSEC10IETF,NSE,GSEC10IETF-EQ,13143
NSE,,RCOM,NSE,RCOM-BE,13188
NSE,,COMMOIETF,NSE,COMMOIETF-EQ,13198
NSE,,767WB37,NSE,767WB37-SG,13237
NSE,,749ML27,NSE,749ML27-SG,13239
NSE,,76KA32,NSE,76KA32-SG,13245
NSE,,KEC,NSE,KEC-EQ,13260
NSE,,IEL,NSE,IEL-BE,13307
NSE,,ORTEL,NSE,ORTEL-BZ,13321
NSE,,MARINE,NSE,MARINE-BE,1334
NSE,,ARIHANTACA,NSE,ARIHANTACA-SM,13340
NSE,,SDBL,NSE,SDBL-EQ,1338
NSE,,762AR32,NSE,762AR32-SG,13372
NSE,,KKCL,NSE,KKCL-EQ,13381
NSE,,767WB39,NSE,767WB39-SG,13399
NSE,,GPIL,NSE,GPIL-EQ,13409
NSE,,965SCL25C,NSE,965SCL25C-N0,13497
NSE,,HOMESFY,NSE,HOMESFY-SM,13526
NSE,,GMRAIRPORT,NSE,GMRAIRPORT-EQ,13528
NSE,,VIDHIING,NSE,VIDHIING-EQ,13536
NSE,,HDFC1204RG,NSE,HDFC1204RG-MF,13548
